Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gene (exp),instrument_name (run),Instrument,Library Name,library_strategy (exp),LibraryLayout,LibrarySelection,LibrarySource,material_type (exp),Organism,Platform,project (exp),project (run),region (run),ReleaseDate,run_barcode (run),run_name (run),Sample Name,screened (run),SRA Study,work_request (exp),work_request (run),geographic_location_(country_and/or_sea,region),gssr_id (exp),gssr_id (run),isolation_source,lsid (exp),lsid (run),sample_name,strain,Collection_Date,specific_host,sample_type (exp),gssr_ids (exp),gssr_ids (run)
SRR578366,AMPLICON,563,4492527,PRJNA82111,SAMN01737576,9643624,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190664,16S V3-V5 region,pop,454 GS FLX Titanium,85246738,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH103405,yes,SRP015953,21011,21011,missing,37098.1,37098.1,Colon,BROAD:SEQUENCING_SAMPLE:37098.1,BROAD:SEQUENCING_SAMPLE:37098.1,MGH103405,missing,12/05/08,,Colon,,,
SRR578367,AMPLICON,584,2886257,PRJNA82111,SAMN01737423,6384985,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190710,16S V3-V5 region,pop,454 GS FLX Titanium,99009400,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8080,G8080,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100202,yes,SRP015953,23265,23265,missing,68700.1,68700.1,missing,BROAD:SEQUENCING_SAMPLE:68700.1,BROAD:SEQUENCING_SAMPLE:68700.1,100202,missing,,,,,,
SRR578368,AMPLICON,589,3323014,PRJNA82111,SAMN01737463,7364441,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190659,16S V3-V5 region,pop,454 GS FLX Titanium,97797875,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8027,G8027,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100109,yes,SRP015953,23264,23264,missing,68647.1,68647.1,missing,BROAD:SEQUENCING_SAMPLE:68647.1,BROAD:SEQUENCING_SAMPLE:68647.1,100109,missing,,,,,,
SRR578369,AMPLICON,584,2742037,PRJNA82111,SAMN01737571,6077500,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190552,16S V3-V5 region,pop,454 GS FLX Titanium,99009335,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8090,G8090,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100214,yes,SRP015953,23265,23265,missing,68710.1,68710.1,missing,BROAD:SEQUENCING_SAMPLE:68710.1,BROAD:SEQUENCING_SAMPLE:68710.1,100214,missing,,,,,,
SRR578370,AMPLICON,603,2443015,PRJNA82111,SAMN01737473,5361156,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190592,16S V3-V5 region,pop,454 GS FLX Titanium,97797879,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8012,G8012,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100088,yes,SRP015953,23264,23264,missing,68632.1,68632.1,missing,BROAD:SEQUENCING_SAMPLE:68632.1,BROAD:SEQUENCING_SAMPLE:68632.1,100088,missing,,,,,,
SRR578371,AMPLICON,596,2658836,PRJNA82111,SAMN01737527,5902158,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190680,16S V3-V5 region,pop,454 GS FLX Titanium,97797864,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8045,G8045,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100160,yes,SRP015953,23264,23264,missing,68665.1,68665.1,missing,BROAD:SEQUENCING_SAMPLE:68665.1,BROAD:SEQUENCING_SAMPLE:68665.1,100160,missing,,,,,,
SRR578372,AMPLICON,589,2938688,PRJNA82111,SAMN01737454,6515325,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190575,16S V3-V5 region,pop,454 GS FLX Titanium,99009304,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8107,G8107,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7847,yes,SRP015953,23265,23265,missing,68727.1,68727.1,missing,BROAD:SEQUENCING_SAMPLE:68727.1,BROAD:SEQUENCING_SAMPLE:68727.1,7847,missing,,,,,,
SRR578373,AMPLICON,509,2712318,PRJNA82111,SAMN01737456,6321785,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190652,16S V3-V5 region,pop,454 GS FLX Titanium,99443833,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8231,G8231,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7061,yes,SRP015953,23468,23468,missing,71089.1,71089.1,missing,BROAD:SEQUENCING_SAMPLE:71089.1,BROAD:SEQUENCING_SAMPLE:71089.1,7061,missing,,,,,,
SRR578374,AMPLICON,598,2876100,PRJNA82111,SAMN01737541,6309446,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190608,16S V3-V5 region,pop,454 GS FLX Titanium,97797906,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7991,G7991,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100052,yes,SRP015953,23264,23264,missing,68611.1,68611.1,missing,BROAD:SEQUENCING_SAMPLE:68611.1,BROAD:SEQUENCING_SAMPLE:68611.1,100052,missing,,,,,,
SRR578375,AMPLICON,598,3235152,PRJNA82111,SAMN01737598,7110360,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190632,16S V3-V5 region,pop,454 GS FLX Titanium,99009296,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8124,G8124,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7912,yes,SRP015953,23265,23265,missing,68744.1,68744.1,missing,BROAD:SEQUENCING_SAMPLE:68744.1,BROAD:SEQUENCING_SAMPLE:68744.1,7912,missing,,,,,,
SRR578376,AMPLICON,548,308460,PRJNA82111,SAMN01737542,731936,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190699,16S V3-V5 region,pop,454 GS FLX Titanium,99009398,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8141,G8141,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7347,yes,SRP015953,23265,23265,missing,68761.1,68761.1,missing,BROAD:SEQUENCING_SAMPLE:68761.1,BROAD:SEQUENCING_SAMPLE:68761.1,7347,missing,,,,,,
SRR578377,AMPLICON,582,2734339,PRJNA82111,SAMN01737417,6051428,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190634,16S V3-V5 region,pop,454 GS FLX Titanium,99009320,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8100,G8100,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100227,yes,SRP015953,23265,23265,missing,68720.1,68720.1,missing,BROAD:SEQUENCING_SAMPLE:68720.1,BROAD:SEQUENCING_SAMPLE:68720.1,100227,missing,,,,,,
SRR578378,AMPLICON,589,2777507,PRJNA82111,SAMN01737607,6125927,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190609,16S V3-V5 region,pop,454 GS FLX Titanium,99009325,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8095,G8095,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100221,yes,SRP015953,23265,23265,missing,68715.1,68715.1,missing,BROAD:SEQUENCING_SAMPLE:68715.1,BROAD:SEQUENCING_SAMPLE:68715.1,100221,missing,,,,,,
SRR578379,AMPLICON,573,1821512,PRJNA82111,SAMN01737492,4085950,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190545,16S V3-V5 region,pop,454 GS FLX Titanium,99009276,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8144,G8144,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7356,yes,SRP015953,23265,23265,missing,68764.1,68764.1,missing,BROAD:SEQUENCING_SAMPLE:68764.1,BROAD:SEQUENCING_SAMPLE:68764.1,7356,missing,,,,,,
SRR578380,AMPLICON,549,4242747,PRJNA82111,SAMN01737565,9154988,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190528,16S V3-V5 region,pop,454 GS FLX Titanium,85246321,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH102691,yes,SRP015953,21011,21011,missing,37078.1,37078.1,Colon,BROAD:SEQUENCING_SAMPLE:37078.1,BROAD:SEQUENCING_SAMPLE:37078.1,MGH102691,missing,18/03/08,Human,Colon,,,
SRR578381,AMPLICON,474,1086560,PRJNA82111,SAMN01737497,2611414,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190547,16S V3-V5 region,pop,454 GS FLX Titanium,99009284,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8135,G8135,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7178B,yes,SRP015953,23265,23265,missing,68755.1,68755.1,missing,BROAD:SEQUENCING_SAMPLE:68755.1,BROAD:SEQUENCING_SAMPLE:68755.1,7178B,missing,,,,,,
SRR578382,AMPLICON,559,1253050,PRJNA82111,SAMN01737500,2833576,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190677,16S V3-V5 region,pop,454 GS FLX Titanium,99009259,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8158,G8158,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7632,yes,SRP015953,23265,23265,missing,68778.1,68778.1,missing,BROAD:SEQUENCING_SAMPLE:68778.1,BROAD:SEQUENCING_SAMPLE:68778.1,7632,missing,,,,,,
SRR578383,AMPLICON,529,3973137,PRJNA82111,SAMN01737420,9113129,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190557,16S V3-V5 region,pop,454 GS FLX Titanium,99443808,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8254,G8254,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7135,yes,SRP015953,23468,23468,missing,71112.1,71112.1,missing,BROAD:SEQUENCING_SAMPLE:71112.1,BROAD:SEQUENCING_SAMPLE:71112.1,7135,missing,,,,,,
SRR578384,AMPLICON,593,2398914,PRJNA82111,SAMN01737533,5326943,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190584,16S V3-V5 region,pop,454 GS FLX Titanium,97797897,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8005,G8005,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100079,yes,SRP015953,23264,23264,missing,68625.1,68625.1,missing,BROAD:SEQUENCING_SAMPLE:68625.1,BROAD:SEQUENCING_SAMPLE:68625.1,100079,missing,,,,,,
SRR578385,AMPLICON,612,2948910,PRJNA82111,SAMN01737482,6433590,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190615,16S V3-V5 region,pop,454 GS FLX Titanium,97797922,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7980,G7980,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100009,yes,SRP015953,23264,23264,missing,68600.1,68600.1,missing,BROAD:SEQUENCING_SAMPLE:68600.1,BROAD:SEQUENCING_SAMPLE:68600.1,100009,missing,,,,,,
SRR578386,AMPLICON,299,815501,PRJNA82111,SAMN01737431,2340874,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190565,16S V3-V5 region,pop,454 GS FLX Titanium,99443836,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8219,G8219,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7010,yes,SRP015953,23468,23468,missing,71077.1,71077.1,missing,BROAD:SEQUENCING_SAMPLE:71077.1,BROAD:SEQUENCING_SAMPLE:71077.1,7010,missing,,,,,,
SRR578387,AMPLICON,593,2661140,PRJNA82111,SAMN01737584,5890115,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190716,16S V3-V5 region,pop,454 GS FLX Titanium,97797890,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8023,G8023,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100104,yes,SRP015953,23264,23264,missing,68643.1,68643.1,missing,BROAD:SEQUENCING_SAMPLE:68643.1,BROAD:SEQUENCING_SAMPLE:68643.1,100104,missing,,,,,,
SRR578388,AMPLICON,592,2503423,PRJNA82111,SAMN01737599,5538656,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190676,16S V3-V5 region,pop,454 GS FLX Titanium,99009339,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8081,G8081,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100203,yes,SRP015953,23265,23265,missing,68701.1,68701.1,missing,BROAD:SEQUENCING_SAMPLE:68701.1,BROAD:SEQUENCING_SAMPLE:68701.1,100203,missing,,,,,,
SRR578389,AMPLICON,509,881989,PRJNA82111,SAMN01737582,1977292,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190683,16S V3-V5 region,pop,454 GS FLX Titanium,85246739,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH103629,yes,SRP015953,21011,21011,missing,37099.1,37099.1,Colon,BROAD:SEQUENCING_SAMPLE:37099.1,BROAD:SEQUENCING_SAMPLE:37099.1,MGH103629,missing,16/06/08,Human,Colon,,,
SRR578390,AMPLICON,502,777916,PRJNA82111,SAMN01737566,1841810,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190692,16S V3-V5 region,pop,454 GS FLX Titanium,99009294,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8126,G8126,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7003B,yes,SRP015953,23265,23265,missing,68746.1,68746.1,missing,BROAD:SEQUENCING_SAMPLE:68746.1,BROAD:SEQUENCING_SAMPLE:68746.1,7003B,missing,,,,,,
SRR578391,AMPLICON,504,972853,PRJNA82111,SAMN01737558,2284216,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190581,16S V3-V5 region,pop,454 GS FLX Titanium,99009279,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8130,G8130,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7094B,yes,SRP015953,23265,23265,missing,68750.1,68750.1,missing,BROAD:SEQUENCING_SAMPLE:68750.1,BROAD:SEQUENCING_SAMPLE:68750.1,7094B,missing,,,,,,
SRR578392,AMPLICON,591,2552153,PRJNA82111,SAMN01737409,5641244,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190564,16S V3-V5 region,pop,454 GS FLX Titanium,99009328,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8083,G8083,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100205,yes,SRP015953,23265,23265,missing,68703.1,68703.1,missing,BROAD:SEQUENCING_SAMPLE:68703.1,BROAD:SEQUENCING_SAMPLE:68703.1,100205,missing,,,,,,
SRR578393,AMPLICON,590,3025264,PRJNA82111,SAMN01737469,6687120,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190544,16S V3-V5 region,pop,454 GS FLX Titanium,97797859,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8040,G8040,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100154,yes,SRP015953,23264,23264,missing,68660.1,68660.1,missing,BROAD:SEQUENCING_SAMPLE:68660.1,BROAD:SEQUENCING_SAMPLE:68660.1,100154,missing,,,,,,
SRR578394,AMPLICON,595,3215788,PRJNA82111,SAMN01737557,7080498,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190518,16S V3-V5 region,pop,454 GS FLX Titanium,97797881,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8014,G8014,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100090,yes,SRP015953,23264,23264,missing,68634.1,68634.1,missing,BROAD:SEQUENCING_SAMPLE:68634.1,BROAD:SEQUENCING_SAMPLE:68634.1,100090,missing,,,,,,
SRR578395,AMPLICON,571,2610660,PRJNA82111,SAMN01737514,5860763,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190713,16S V3-V5 region,pop,454 GS FLX Titanium,99009317,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8103,G8103,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100233,yes,SRP015953,23265,23265,missing,68723.1,68723.1,missing,BROAD:SEQUENCING_SAMPLE:68723.1,BROAD:SEQUENCING_SAMPLE:68723.1,100233,missing,,,,,,
SRR578396,AMPLICON,601,2271480,PRJNA82111,SAMN01737606,5025453,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190640,16S V3-V5 region,pop,454 GS FLX Titanium,97797831,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8060,G8060,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100175,yes,SRP015953,23264,23264,missing,68680.1,68680.1,missing,BROAD:SEQUENCING_SAMPLE:68680.1,BROAD:SEQUENCING_SAMPLE:68680.1,100175,missing,,,,,,
SRR578397,AMPLICON,593,3274046,PRJNA82111,SAMN01737439,7233180,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190619,16S V3-V5 region,pop,454 GS FLX Titanium,97797895,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8007,G8007,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100083,yes,SRP015953,23264,23264,missing,68627.1,68627.1,missing,BROAD:SEQUENCING_SAMPLE:68627.1,BROAD:SEQUENCING_SAMPLE:68627.1,100083,missing,,,,,,
SRR578398,AMPLICON,598,2384387,PRJNA82111,SAMN01737496,5244766,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190651,16S V3-V5 region,pop,454 GS FLX Titanium,97797917,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7985,G7985,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100043,yes,SRP015953,23264,23264,missing,68605.1,68605.1,missing,BROAD:SEQUENCING_SAMPLE:68605.1,BROAD:SEQUENCING_SAMPLE:68605.1,100043,missing,,,,,,
SRR578399,AMPLICON,489,1503624,PRJNA82111,SAMN01737575,3552893,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190712,16S V3-V5 region,pop,454 GS FLX Titanium,99009413,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8161,G8161,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7749,yes,SRP015953,23265,23265,missing,68781.1,68781.1,missing,BROAD:SEQUENCING_SAMPLE:68781.1,BROAD:SEQUENCING_SAMPLE:68781.1,7749,missing,,,,,,
SRR578400,AMPLICON,550,1391072,PRJNA82111,SAMN01737581,3172507,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190593,16S V3-V5 region,pop,454 GS FLX Titanium,99009263,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8162,G8162,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7775,yes,SRP015953,23265,23265,missing,68782.1,68782.1,missing,BROAD:SEQUENCING_SAMPLE:68782.1,BROAD:SEQUENCING_SAMPLE:68782.1,7775,missing,,,,,,
SRR578401,AMPLICON,194,267535,PRJNA82111,SAMN01737572,965026,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190610,16S V3-V5 region,pop,454 GS FLX Titanium,99443841,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8214,G8214,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.MGH102806,yes,SRP015953,23468,23468,missing,37093.3,37093.3,Colon,BROAD:SEQUENCING_SAMPLE:37093.3,BROAD:SEQUENCING_SAMPLE:37093.3,MGH102806,missing,26/03/08,Human,,,,
SRR578402,AMPLICON,594,2650108,PRJNA82111,SAMN01737529,5851448,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190527,16S V3-V5 region,pop,454 GS FLX Titanium,99009316,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8104,G8104,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100234,yes,SRP015953,23265,23265,missing,68724.1,68724.1,missing,BROAD:SEQUENCING_SAMPLE:68724.1,BROAD:SEQUENCING_SAMPLE:68724.1,100234,missing,,,,,,
SRR578403,AMPLICON,381,2313490,PRJNA82111,SAMN01737512,5962855,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190525,16S V3-V5 region,pop,454 GS FLX Titanium,99443834,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8232,G8232,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7064,yes,SRP015953,23468,23468,missing,71090.1,71090.1,missing,BROAD:SEQUENCING_SAMPLE:71090.1,BROAD:SEQUENCING_SAMPLE:71090.1,7064,missing,,,,,,
SRR578404,AMPLICON,589,2448098,PRJNA82111,SAMN01737480,5416572,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190556,16S V3-V5 region,pop,454 GS FLX Titanium,99009384,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8093,G8093,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100219,yes,SRP015953,23265,23265,missing,68713.1,68713.1,missing,BROAD:SEQUENCING_SAMPLE:68713.1,BROAD:SEQUENCING_SAMPLE:68713.1,100219,missing,,,,,,
SRR578405,AMPLICON,267,926568,PRJNA82111,SAMN01737437,2805148,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190537,16S V3-V5 region,pop,454 GS FLX Titanium,99443844,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8211,G8211,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.MGH103963,yes,SRP015953,23468,23468,missing,37081.3,37081.3,Colon,BROAD:SEQUENCING_SAMPLE:37081.3,BROAD:SEQUENCING_SAMPLE:37081.3,MGH103963,missing,7/07/08,Human,,,,
SRR578406,AMPLICON,589,3412605,PRJNA82111,SAMN01737507,7570346,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190558,16S V3-V5 region,pop,454 GS FLX Titanium,97797898,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8004,G8004,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100078,yes,SRP015953,23264,23264,missing,68624.1,68624.1,missing,BROAD:SEQUENCING_SAMPLE:68624.1,BROAD:SEQUENCING_SAMPLE:68624.1,100078,missing,,,,,,
SRR578407,AMPLICON,558,8052733,PRJNA82111,SAMN01737568,18113044,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190620,16S V3-V5 region,pop,454 GS FLX Titanium,99443801,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8247,G8247,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7123,yes,SRP015953,23468,23468,missing,71105.1,71105.1,missing,BROAD:SEQUENCING_SAMPLE:71105.1,BROAD:SEQUENCING_SAMPLE:71105.1,7123,missing,,,,,,
SRR578408,AMPLICON,560,6861646,PRJNA82111,SAMN01737517,15360000,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190630,16S V3-V5 region,pop,454 GS FLX Titanium,99443839,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8216,G8216,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7250,yes,SRP015953,23468,23468,missing,71074.1,71074.1,missing,BROAD:SEQUENCING_SAMPLE:71074.1,BROAD:SEQUENCING_SAMPLE:71074.1,7250,missing,,,,,,
SRR578409,AMPLICON,594,3745078,PRJNA82111,SAMN01737587,8288612,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190614,16S V3-V5 region,pop,454 GS FLX Titanium,97797904,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7989,G7989,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100049,yes,SRP015953,23264,23264,missing,68609.1,68609.1,missing,BROAD:SEQUENCING_SAMPLE:68609.1,BROAD:SEQUENCING_SAMPLE:68609.1,100049,missing,,,,,,
