Run,analysis_type (exp),analysis_type (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,flowcell_barcode (run),geo_loc_name_country,geo_loc_name_country_continent,GEOGRAPHIC_LOCATION,gssr_id (exp),gssr_id (run),instrument_name (run),Instrument,isolation_source,lane (run),Library Name,library_type (exp),library_type (run),LibraryLayout,LibrarySelection,LibrarySource,lsid (exp),lsid (run),material_type (exp),Organism,Platform,project (exp),project (run),read_group_id (run),ReleaseDate,root_sample_id (exp),root_sample_id (run),run_barcode (run),run_name (run),sample_id (exp),Sample_ID (run),Sample Name,sample_name,screened (run),specific_host,SRA Study,strain,work_request (exp),work_request (run)
SRR1948121,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8427650,PRJNA269954,SAMN03454277,5226129,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974546,A0U46,uncalculated,uncalculated,missing,195442,195442,SL-MAC,Illumina MiSeq,missing,1,Solexa-95208,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQE6,broadinstitute.org:bsp.prod.sample:2NQE6,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20027,G20027,A0U46.1,2015-04-01T00:00:00Z,SM-2NQE6,SM-2NQE6,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQE6,SM-2NQE6,PRJNA269954.N00102,N00102,yes,missing,SRP056002,missing,30873,30873
SRR1948122,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8038450,PRJNA269954,SAMN03454278,4782801,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974547,A0U46,uncalculated,uncalculated,missing,195461,195461,SL-MAC,Illumina MiSeq,missing,1,Solexa-95198,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEP,broadinstitute.org:bsp.prod.sample:2NQEP,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20046,G20046,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEP,SM-2NQEP,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEP,SM-2NQEP,PRJNA269954.N00121,N00121,yes,missing,SRP056002,missing,30873,30873
SRR1948124,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,13274450,PRJNA269954,SAMN03454317,8044458,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974549,A0U46,uncalculated,uncalculated,missing,195521,195521,SL-MAC,Illumina MiSeq,missing,1,Solexa-95249,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQGG,broadinstitute.org:bsp.prod.sample:2NQGG,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20106,G20106,A0U46.1,2015-04-01T00:00:00Z,SM-2NQGG,SM-2NQGG,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQGG,SM-2NQGG,PRJNA269954.N00183,N00183,yes,missing,SRP056002,missing,30873,30873
SRR1948125,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8571150,PRJNA269954,SAMN03454280,5177049,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974550,A0U46,uncalculated,uncalculated,missing,195459,195459,SL-MAC,Illumina MiSeq,missing,1,Solexa-95240,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEN,broadinstitute.org:bsp.prod.sample:2NQEN,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20044,G20044,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEN,SM-2NQEN,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEN,SM-2NQEN,PRJNA269954.N00119,N00119,yes,missing,SRP056002,missing,30873,30873
SRR1948126,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8599500,PRJNA269954,SAMN03454318,5191449,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974548,A0U46,uncalculated,uncalculated,missing,195492,195492,SL-MAC,Illumina MiSeq,missing,1,Solexa-95201,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFL,broadinstitute.org:bsp.prod.sample:2NQFL,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20077,G20077,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFL,SM-2NQFL,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFL,SM-2NQFL,PRJNA269954.N00153,N00153,yes,missing,SRP056002,missing,30873,30873
SRR1948127,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,10088400,PRJNA269954,SAMN03454319,6084716,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974551,A0U46,uncalculated,uncalculated,missing,195573,195573,SL-MAC,Illumina MiSeq,missing,1,Solexa-95294,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQCG,broadinstitute.org:bsp.prod.sample:2NQCG,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20156,G20156,A0U46.1,2015-04-01T00:00:00Z,SM-2NQCG,SM-2NQCG,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQCG,SM-2NQCG,PRJNA269954.N00042,N00042,yes,missing,SRP056002,missing,30873,30873
SRR1948128,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,18000150,PRJNA269954,SAMN03454282,10910146,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974554,A0U46,uncalculated,uncalculated,missing,195449,195449,SL-MAC,Illumina MiSeq,missing,1,Solexa-95205,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQED,broadinstitute.org:bsp.prod.sample:2NQED,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20034,G20034,A0U46.1,2015-04-01T00:00:00Z,SM-2NQED,SM-2NQED,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQED,SM-2NQED,PRJNA269954.N00109,N00109,yes,missing,SRP056002,missing,30873,30873
SRR1948129,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5910100,PRJNA269954,SAMN03454281,3578964,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974553,A0U46,uncalculated,uncalculated,missing,195460,195460,SL-MAC,Illumina MiSeq,missing,1,Solexa-95257,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEO,broadinstitute.org:bsp.prod.sample:2NQEO,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20045,G20045,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEO,SM-2NQEO,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEO,SM-2NQEO,PRJNA269954.N00120,N00120,yes,missing,SRP056002,missing,30873,30873
SRR1948131,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5232850,PRJNA269954,SAMN03454283,3243697,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974556,A0U46,uncalculated,uncalculated,missing,195445,195445,SL-MAC,Illumina MiSeq,missing,1,Solexa-95213,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQE9,broadinstitute.org:bsp.prod.sample:2NQE9,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20030,G20030,A0U46.1,2015-04-01T00:00:00Z,SM-2NQE9,SM-2NQE9,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQE9,SM-2NQE9,PRJNA269954.N00105,N00105,yes,missing,SRP056002,missing,30873,30873
SRR1948132,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,13874350,PRJNA269954,SAMN03454284,8507821,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974555,A0U46,uncalculated,uncalculated,missing,195440,195440,SL-MAC,Illumina MiSeq,missing,1,Solexa-95215,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQE4,broadinstitute.org:bsp.prod.sample:2NQE4,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20025,G20025,A0U46.1,2015-04-01T00:00:00Z,SM-2NQE4,SM-2NQE4,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQE4,SM-2NQE4,PRJNA269954.N00100,N00100,yes,missing,SRP056002,missing,30873,30873
SRR1948133,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,12836950,PRJNA269954,SAMN03454287,7793130,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974557,A0U46,uncalculated,uncalculated,missing,195471,195471,SL-MAC,Illumina MiSeq,missing,1,Solexa-95238,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEZ,broadinstitute.org:bsp.prod.sample:2NQEZ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20056,G20056,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEZ,SM-2NQEZ,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEZ,SM-2NQEZ,PRJNA269954.N00131,N00131,yes,missing,SRP056002,missing,30873,30873
SRR1948134,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5983250,PRJNA269954,SAMN03454286,3614212,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974560,A0U46,uncalculated,uncalculated,missing,195505,195505,SL-MAC,Illumina MiSeq,missing,1,Solexa-95258,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFY,broadinstitute.org:bsp.prod.sample:2NQFY,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20090,G20090,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFY,SM-2NQFY,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFY,SM-2NQFY,PRJNA269954.N00166,N00166,yes,missing,SRP056002,missing,30873,30873
SRR1948135,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6744500,PRJNA269954,SAMN03454285,4101452,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974558,A0U46,uncalculated,uncalculated,missing,195463,195463,SL-MAC,Illumina MiSeq,missing,1,Solexa-95247,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQER,broadinstitute.org:bsp.prod.sample:2NQER,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20048,G20048,A0U46.1,2015-04-01T00:00:00Z,SM-2NQER,SM-2NQER,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQER,SM-2NQER,PRJNA269954.N00123,N00123,yes,missing,SRP056002,missing,30873,30873
SRR1948136,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4476150,PRJNA269954,SAMN03454288,2714232,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974559,A0U46,uncalculated,uncalculated,missing,195507,195507,SL-MAC,Illumina MiSeq,missing,1,Solexa-95223,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQG1,broadinstitute.org:bsp.prod.sample:2NQG1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20092,G20092,A0U46.1,2015-04-01T00:00:00Z,SM-2NQG1,SM-2NQG1,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQG1,SM-2NQG1,PRJNA269954.N00168,N00168,yes,missing,SRP056002,missing,30873,30873
SRR1948137,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8679300,PRJNA269954,SAMN03454289,5325725,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974562,A0U46,uncalculated,uncalculated,missing,195519,195519,SL-MAC,Illumina MiSeq,missing,1,Solexa-95236,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQGE,broadinstitute.org:bsp.prod.sample:2NQGE,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20104,G20104,A0U46.1,2015-04-01T00:00:00Z,SM-2NQGE,SM-2NQGE,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQGE,SM-2NQGE,PRJNA269954.N00181,N00181,yes,missing,SRP056002,missing,30873,30873
SRR1948138,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,9617650,PRJNA269954,SAMN03454290,5821035,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974566,A0U46,uncalculated,uncalculated,missing,195512,195512,SL-MAC,Illumina MiSeq,missing,1,Solexa-95211,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQG7,broadinstitute.org:bsp.prod.sample:2NQG7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20097,G20097,A0U46.1,2015-04-01T00:00:00Z,SM-2NQG7,SM-2NQG7,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQG7,SM-2NQG7,PRJNA269954.N00174,N00174,yes,missing,SRP056002,missing,30873,30873
SRR1948140,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4745650,PRJNA269954,SAMN03454291,2925551,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974563,A0U46,uncalculated,uncalculated,missing,195503,195503,SL-MAC,Illumina MiSeq,missing,1,Solexa-95190,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFW,broadinstitute.org:bsp.prod.sample:2NQFW,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20088,G20088,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFW,SM-2NQFW,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFW,SM-2NQFW,PRJNA269954.N00164,N00164,yes,missing,SRP056002,missing,30873,30873
SRR1948141,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8272250,PRJNA269954,SAMN03454292,5072181,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974564,A0U46,uncalculated,uncalculated,missing,195485,195485,SL-MAC,Illumina MiSeq,missing,1,Solexa-95252,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFE,broadinstitute.org:bsp.prod.sample:2NQFE,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20070,G20070,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFE,SM-2NQFE,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFE,SM-2NQFE,PRJNA269954.N00146,N00146,yes,missing,SRP056002,missing,30873,30873
SRR1948142,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7319200,PRJNA269954,SAMN03454293,4442571,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974565,A0U46,uncalculated,uncalculated,missing,195456,195456,SL-MAC,Illumina MiSeq,missing,1,Solexa-95225,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEK,broadinstitute.org:bsp.prod.sample:2NQEK,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20041,G20041,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEK,SM-2NQEK,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEK,SM-2NQEK,PRJNA269954.N00116,N00116,yes,missing,SRP056002,missing,30873,30873
SRR1948143,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2697800,PRJNA269954,SAMN03454294,1687012,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974567,A0U46,uncalculated,uncalculated,missing,195515,195515,SL-MAC,Illumina MiSeq,missing,1,Solexa-95199,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQGA,broadinstitute.org:bsp.prod.sample:2NQGA,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20100,G20100,A0U46.1,2015-04-01T00:00:00Z,SM-2NQGA,SM-2NQGA,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQGA,SM-2NQGA,PRJNA269954.N00177,N00177,yes,missing,SRP056002,missing,30873,30873
SRR1948144,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5433050,PRJNA269954,SAMN03454295,3316538,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974568,A0U46,uncalculated,uncalculated,missing,195477,195477,SL-MAC,Illumina MiSeq,missing,1,Solexa-95222,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQF6,broadinstitute.org:bsp.prod.sample:2NQF6,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20062,G20062,A0U46.1,2015-04-01T00:00:00Z,SM-2NQF6,SM-2NQF6,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQF6,SM-2NQF6,PRJNA269954.N00137,N00137,yes,missing,SRP056002,missing,30873,30873
SRR1948145,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3960250,PRJNA269954,SAMN03454296,2443395,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974569,A0U46,uncalculated,uncalculated,missing,195502,195502,SL-MAC,Illumina MiSeq,missing,1,Solexa-95194,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFV,broadinstitute.org:bsp.prod.sample:2NQFV,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20087,G20087,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFV,SM-2NQFV,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFV,SM-2NQFV,PRJNA269954.N00163,N00163,yes,missing,SRP056002,missing,30873,30873
SRR1948146,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6977250,PRJNA269954,SAMN03454297,4249103,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974570,A0U46,uncalculated,uncalculated,missing,195458,195458,SL-MAC,Illumina MiSeq,missing,1,Solexa-95233,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEM,broadinstitute.org:bsp.prod.sample:2NQEM,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20043,G20043,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEM,SM-2NQEM,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEM,SM-2NQEM,PRJNA269954.N00118,N00118,yes,missing,SRP056002,missing,30873,30873
SRR1948147,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4761750,PRJNA269954,SAMN03454298,2911361,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974571,A0U46,uncalculated,uncalculated,missing,195511,195511,SL-MAC,Illumina MiSeq,missing,1,Solexa-95209,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQG6,broadinstitute.org:bsp.prod.sample:2NQG6,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20096,G20096,A0U46.1,2015-04-01T00:00:00Z,SM-2NQG6,SM-2NQG6,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQG6,SM-2NQG6,PRJNA269954.N00173,N00173,yes,missing,SRP056002,missing,30873,30873
SRR1948148,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1399650,PRJNA269954,SAMN03454299,911484,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974572,A0U46,uncalculated,uncalculated,missing,195451,195451,SL-MAC,Illumina MiSeq,missing,1,Solexa-95248,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQEF,broadinstitute.org:bsp.prod.sample:2NQEF,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20036,G20036,A0U46.1,2015-04-01T00:00:00Z,SM-2NQEF,SM-2NQEF,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQEF,SM-2NQEF,PRJNA269954.N00111,N00111,yes,missing,SRP056002,missing,30873,30873
SRR1948149,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,16653350,PRJNA269954,SAMN03454302,10075921,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974574,A0U46,uncalculated,uncalculated,missing,195476,195476,SL-MAC,Illumina MiSeq,missing,1,Solexa-95200,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQF5,broadinstitute.org:bsp.prod.sample:2NQF5,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20061,G20061,A0U46.1,2015-04-01T00:00:00Z,SM-2NQF5,SM-2NQF5,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQF5,SM-2NQF5,PRJNA269954.N00136,N00136,yes,missing,SRP056002,missing,30873,30873
SRR1948150,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6014050,PRJNA269954,SAMN03454300,3668373,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974573,A0U46,uncalculated,uncalculated,missing,195475,195475,SL-MAC,Illumina MiSeq,missing,1,Solexa-95221,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQF4,broadinstitute.org:bsp.prod.sample:2NQF4,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20060,G20060,A0U46.1,2015-04-01T00:00:00Z,SM-2NQF4,SM-2NQF4,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQF4,SM-2NQF4,PRJNA269954.N00135,N00135,yes,missing,SRP056002,missing,30873,30873
SRR1948151,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6666450,PRJNA269954,SAMN03454301,4071386,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974575,A0U46,uncalculated,uncalculated,missing,195535,195535,SL-MAC,Illumina MiSeq,missing,1,Solexa-95261,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQBB,broadinstitute.org:bsp.prod.sample:2NQBB,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20118,G20118,A0U46.1,2015-04-01T00:00:00Z,SM-2NQBB,SM-2NQBB,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQBB,SM-2NQBB,PRJNA269954.N00001,N00001,yes,missing,SRP056002,missing,30873,30873
SRR1948152,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7105350,PRJNA269954,SAMN03454303,4396313,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974576,A0U46,uncalculated,uncalculated,missing,195443,195443,SL-MAC,Illumina MiSeq,missing,1,Solexa-95224,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQE7,broadinstitute.org:bsp.prod.sample:2NQE7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20028,G20028,A0U46.1,2015-04-01T00:00:00Z,SM-2NQE7,SM-2NQE7,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQE7,SM-2NQE7,PRJNA269954.N00103,N00103,yes,missing,SRP056002,missing,30873,30873
SRR1948153,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1872500,PRJNA269954,SAMN03454305,1186761,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974578,A0U46,uncalculated,uncalculated,missing,195493,195493,SL-MAC,Illumina MiSeq,missing,1,Solexa-95196,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFM,broadinstitute.org:bsp.prod.sample:2NQFM,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20078,G20078,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFM,SM-2NQFM,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFM,SM-2NQFM,PRJNA269954.N00154,N00154,yes,missing,SRP056002,missing,30873,30873
SRR1948154,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6245400,PRJNA269954,SAMN03454306,3874125,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974579,A0U46,uncalculated,uncalculated,missing,195441,195441,SL-MAC,Illumina MiSeq,missing,1,Solexa-95255,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQE5,broadinstitute.org:bsp.prod.sample:2NQE5,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20026,G20026,A0U46.1,2015-04-01T00:00:00Z,SM-2NQE5,SM-2NQE5,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQE5,SM-2NQE5,PRJNA269954.N00101,N00101,yes,missing,SRP056002,missing,30873,30873
SRR1948155,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6180300,PRJNA269954,SAMN03454307,3808523,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX974580,A0U46,uncalculated,uncalculated,missing,195482,195482,SL-MAC,Illumina MiSeq,missing,1,Solexa-95251,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQFB,broadinstitute.org:bsp.prod.sample:2NQFB,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G20067,G20067,A0U46.1,2015-04-01T00:00:00Z,SM-2NQFB,SM-2NQFB,A0U46120607,120607_SL-MAC_0076_AMS2002486-00300,SM-2NQFB,SM-2NQFB,PRJNA269954.N00143,N00143,yes,missing,SRP056002,missing,30873,30873
