Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR8057060,AMPLICON,350,9563400,PRJNA436359,SAMN10241810,Metagenome or environmental,4657829,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886685,USA,North America,USA,Homo sapiens,G93115_SubjectID_10750,Illumina MiSeq,G93115,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93115,SRP165757
SRR8057061,AMPLICON,350,14414400,PRJNA436359,SAMN10241809,Metagenome or environmental,7192015,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886684,USA,North America,USA,Homo sapiens,G93112_SubjectID_4196,Illumina MiSeq,G93112,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93112,SRP165757
SRR8057062,AMPLICON,350,16183300,PRJNA436359,SAMN10241816,Metagenome or environmental,8580244,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886683,USA,North America,USA,Homo sapiens,G75048_SubjectID_2076,Illumina MiSeq,G75048,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75048,SRP165757
SRR8057063,AMPLICON,350,19275550,PRJNA436359,SAMN10241815,Metagenome or environmental,10900598,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886682,USA,North America,USA,Homo sapiens,G75049_SubjectID_9191,Illumina MiSeq,G75049,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75049,SRP165757
SRR8057064,AMPLICON,350,19201000,PRJNA436359,SAMN10242075,Metagenome or environmental,9392527,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886681,USA,North America,USA,Homo sapiens,G93241_SubjectID_11827,Illumina MiSeq,G93241,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93241,SRP165757
SRR8057065,AMPLICON,350,20095250,PRJNA436359,SAMN10241813,Metagenome or environmental,9840113,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886680,USA,North America,USA,Homo sapiens,G93118_SubjectID_2198,Illumina MiSeq,G93118,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93118,SRP165757
SRR8057066,AMPLICON,350,33281850,PRJNA436359,SAMN10241814,Metagenome or environmental,21849155,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886679,USA,North America,USA,Homo sapiens,G94607_SubjectID_2674,Illumina MiSeq,G94607,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94607,SRP165757
SRR8057067,AMPLICON,350,14128800,PRJNA436359,SAMN10242699,Metagenome or environmental,6829783,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886678,USA,North America,USA,Homo sapiens,G93156_SubjectID_1125,Illumina MiSeq,G93156,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93156,SRP165757
SRR8057068,AMPLICON,350,39758600,PRJNA436359,SAMN10241818,Metagenome or environmental,28179770,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886677,USA,North America,USA,Homo sapiens,G104231_SubjectID_2548,Illumina MiSeq,G104231,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104231,SRP165757
SRR8057069,AMPLICON,350,25420150,PRJNA436359,SAMN10241817,Metagenome or environmental,17892959,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886676,USA,North America,USA,Homo sapiens,G104230_SubjectID_855,Illumina MiSeq,G104230,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104230,SRP165757
SRR8057070,AMPLICON,350,17425450,PRJNA436359,SAMN10242070,Metagenome or environmental,9589005,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886675,USA,North America,USA,Homo sapiens,G75181_SubjectID_9872,Illumina MiSeq,G75181,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75181,SRP165757
SRR8057071,AMPLICON,350,4190550,PRJNA436359,SAMN10242121,Metagenome or environmental,2408998,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886674,USA,North America,USA,Homo sapiens,G90287_SubjectID_1682,Illumina MiSeq,G90287,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90287,SRP165757
SRR8057072,AMPLICON,350,26469450,PRJNA436359,SAMN10242122,Metagenome or environmental,18572045,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886673,USA,North America,USA,Homo sapiens,G94284_SubjectID_399,Illumina MiSeq,G94284,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94284,SRP165757
SRR8057073,AMPLICON,350,46263700,PRJNA436359,SAMN10242119,Metagenome or environmental,32586612,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886672,USA,North America,USA,Homo sapiens,G94288_SubjectID_8298,Illumina MiSeq,G94288,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94288,SRP165757
SRR8057074,AMPLICON,350,105696850,PRJNA436359,SAMN10242120,Metagenome or environmental,74406607,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886671,USA,North America,USA,Homo sapiens,G94289_SubjectID_12966,Illumina MiSeq,G94289,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94289,SRP165757
SRR8057075,AMPLICON,350,54317550,PRJNA436359,SAMN10242125,Metagenome or environmental,38125182,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886670,USA,North America,USA,Homo sapiens,G94281_SubjectID_11376,Illumina MiSeq,G94281,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94281,SRP165757
SRR8057076,AMPLICON,350,24380650,PRJNA436359,SAMN10242126,Metagenome or environmental,15560548,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886669,USA,North America,USA,Homo sapiens,G94448_SubjectID_15102,Illumina MiSeq,G94448,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94448,SRP165757
SRR8057077,AMPLICON,350,20515250,PRJNA436359,SAMN10242123,Metagenome or environmental,14469723,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886668,USA,North America,USA,Homo sapiens,G94286_SubjectID_9764,Illumina MiSeq,G94286,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94286,SRP165757
SRR8057078,AMPLICON,350,24739050,PRJNA436359,SAMN10242124,Metagenome or environmental,17412384,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886667,USA,North America,USA,Homo sapiens,G94280_SubjectID_3184,Illumina MiSeq,G94280,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94280,SRP165757
SRR8057079,AMPLICON,350,7789600,PRJNA436359,SAMN10242072,Metagenome or environmental,3911455,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886666,USA,North America,USA,Homo sapiens,G93245_SubjectID_8058,Illumina MiSeq,G93245,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93245,SRP165757
SRR8057080,AMPLICON,350,28713650,PRJNA436359,SAMN10242223,Metagenome or environmental,19038332,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886665,USA,North America,USA,Homo sapiens,G94758_SubjectID_5028,Illumina MiSeq,G94758,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94758,SRP165757
SRR8057081,AMPLICON,350,14274750,PRJNA436359,SAMN10242127,Metagenome or environmental,8937421,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886664,USA,North America,USA,Homo sapiens,G94449_SubjectID_11806,Illumina MiSeq,G94449,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94449,SRP165757
SRR8057082,AMPLICON,350,15952300,PRJNA436359,SAMN10242128,Metagenome or environmental,10116790,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886663,USA,North America,USA,Homo sapiens,G94446_SubjectID_11949,Illumina MiSeq,G94446,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94446,SRP165757
SRR8057083,AMPLICON,350,35969150,PRJNA436359,SAMN10242220,Metagenome or environmental,25290400,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886662,USA,North America,USA,Homo sapiens,G94295_SubjectID_11250,Illumina MiSeq,G94295,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94295,SRP165757
SRR8057084,AMPLICON,350,5224100,PRJNA436359,SAMN10242219,Metagenome or environmental,2952331,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886661,USA,North America,USA,Homo sapiens,G90292_SubjectID_9131,Illumina MiSeq,G90292,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90292,SRP165757
SRR8057085,AMPLICON,350,16223550,PRJNA436359,SAMN10242071,Metagenome or environmental,9157406,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886660,USA,North America,USA,Homo sapiens,G75188_SubjectID_8009,Illumina MiSeq,G75188,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75188,SRP165757
SRR8057086,AMPLICON,350,7670600,PRJNA436359,SAMN10242221,Metagenome or environmental,4324390,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886659,USA,North America,USA,Homo sapiens,G90290_SubjectID_14401,Illumina MiSeq,G90290,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90290,SRP165757
SRR8057087,AMPLICON,350,21732900,PRJNA436359,SAMN10242294,Metagenome or environmental,13656050,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886658,USA,North America,USA,Homo sapiens,G94511_SubjectID_8816,Illumina MiSeq,G94511,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94511,SRP165757
SRR8057088,AMPLICON,350,6252050,PRJNA436359,SAMN10242293,Metagenome or environmental,3968837,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886657,USA,North America,USA,Homo sapiens,G94510_SubjectID_15259,Illumina MiSeq,G94510,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94510,SRP165757
SRR8057089,AMPLICON,350,13258700,PRJNA436359,SAMN10241907,Metagenome or environmental,7239090,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886656,USA,North America,USA,Homo sapiens,G75149_SubjectID_14014,Illumina MiSeq,G75149,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75149,SRP165757
SRR8057090,AMPLICON,350,19684000,PRJNA436359,SAMN10241908,Metagenome or environmental,12987698,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886655,USA,North America,USA,Homo sapiens,G94639_SubjectID_4160,Illumina MiSeq,G94639,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94639,SRP165757
SRR8057091,AMPLICON,350,13744500,PRJNA436359,SAMN10242290,Metagenome or environmental,8631566,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886654,USA,North America,USA,Homo sapiens,G94515_SubjectID_11721,Illumina MiSeq,G94515,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94515,SRP165757
SRR8057092,AMPLICON,350,15849050,PRJNA436359,SAMN10242289,Metagenome or environmental,9985989,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886653,USA,North America,USA,Homo sapiens,G94514_SubjectID_15124,Illumina MiSeq,G94514,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94514,SRP165757
SRR8057093,AMPLICON,350,18962650,PRJNA436359,SAMN10242292,Metagenome or environmental,11970235,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886652,USA,North America,USA,Homo sapiens,G94517_SubjectID_14486,Illumina MiSeq,G94517,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94517,SRP165757
SRR8057094,AMPLICON,350,7133000,PRJNA436359,SAMN10242291,Metagenome or environmental,4235592,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886651,USA,North America,USA,Homo sapiens,G94516_SubjectID_2429,Illumina MiSeq,G94516,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94516,SRP165757
SRR8057095,AMPLICON,350,14344750,PRJNA436359,SAMN10241901,Metagenome or environmental,8129574,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886650,USA,North America,USA,Homo sapiens,G75147_SubjectID_7748,Illumina MiSeq,G75147,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75147,SRP165757
SRR8057096,AMPLICON,350,18134200,PRJNA436359,SAMN10241902,Metagenome or environmental,10263159,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886649,USA,North America,USA,Homo sapiens,G75144_SubjectID_4342,Illumina MiSeq,G75144,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75144,SRP165757
SRR8057097,AMPLICON,350,19589150,PRJNA436359,SAMN10241899,Metagenome or environmental,11020867,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886648,USA,North America,USA,Homo sapiens,G75140_SubjectID_1115,Illumina MiSeq,G75140,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75140,SRP165757
SRR8057098,AMPLICON,350,8807050,PRJNA436359,SAMN10241900,Metagenome or environmental,4992225,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886647,USA,North America,USA,Homo sapiens,G75146_SubjectID_10473,Illumina MiSeq,G75146,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75146,SRP165757
SRR8057099,AMPLICON,350,28754250,PRJNA436359,SAMN10241905,Metagenome or environmental,15433316,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886646,USA,North America,USA,Homo sapiens,G75133_SubjectID_4522,Illumina MiSeq,G75133,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75133,SRP165757
SRR8057100,AMPLICON,350,2112250,PRJNA436359,SAMN10241906,Metagenome or environmental,1186607,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886645,USA,North America,USA,Homo sapiens,G74947_SubjectID_4096,Illumina MiSeq,G74947,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74947,SRP165757
SRR8057101,AMPLICON,350,11753350,PRJNA436359,SAMN10241903,Metagenome or environmental,6445778,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886644,USA,North America,USA,Homo sapiens,G75145_SubjectID_4342,Illumina MiSeq,G75145,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75145,SRP165757
SRR8057102,AMPLICON,350,3713850,PRJNA436359,SAMN10241904,Metagenome or environmental,1984729,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886643,USA,North America,USA,Homo sapiens,G74945_SubjectID_10214,Illumina MiSeq,G74945,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74945,SRP165757
SRR8057103,AMPLICON,350,57295000,PRJNA436359,SAMN10242468,Metagenome or environmental,37605297,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886642,USA,North America,USA,Homo sapiens,G94651_SubjectID_9473,Illumina MiSeq,G94651,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94651,SRP165757
SRR8057104,AMPLICON,350,10419500,PRJNA436359,SAMN10242758,Metagenome or environmental,5124292,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886641,USA,North America,USA,Homo sapiens,G74981_SubjectID_3906,Illumina MiSeq,G74981,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74981,SRP165757
SRR8057105,AMPLICON,350,44867900,PRJNA436359,SAMN10242736,Metagenome or environmental,29119428,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886640,USA,North America,USA,Homo sapiens,G94667_SubjectID_1568,Illumina MiSeq,G94667,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94667,SRP165757
SRR8057106,AMPLICON,350,6228250,PRJNA436359,SAMN10242593,Metagenome or environmental,3887451,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886639,USA,North America,USA,Homo sapiens,G96268_SubjectID_11983,Illumina MiSeq,G96268,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96268,SRP165757
SRR8057107,AMPLICON,350,5220250,PRJNA436359,SAMN10242705,Metagenome or environmental,2593741,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886638,USA,North America,USA,Homo sapiens,G75006_SubjectID_6659,Illumina MiSeq,G75006,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75006,SRP165757
SRR8057108,AMPLICON,350,9711450,PRJNA436359,SAMN10242594,Metagenome or environmental,6095470,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886637,USA,North America,USA,Homo sapiens,G96264_SubjectID_1616,Illumina MiSeq,G96264,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96264,SRP165757
SRR8057109,AMPLICON,350,34932450,PRJNA436359,SAMN10241956,Metagenome or environmental,23156763,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886636,USA,North America,USA,Homo sapiens,G94737_SubjectID_13233,Illumina MiSeq,G94737,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94737,SRP165757
SRR8057110,AMPLICON,350,24207050,PRJNA436359,SAMN10241955,Metagenome or environmental,15685904,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886635,USA,North America,USA,Homo sapiens,G94736_SubjectID_8856,Illumina MiSeq,G94736,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94736,SRP165757
SRR8057111,AMPLICON,350,31738350,PRJNA436359,SAMN10241954,Metagenome or environmental,20931898,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886634,USA,North America,USA,Homo sapiens,G94735_SubjectID_7506,Illumina MiSeq,G94735,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94735,SRP165757
SRR8057112,AMPLICON,350,8587950,PRJNA436359,SAMN10241953,Metagenome or environmental,6180735,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886633,USA,North America,USA,Homo sapiens,G104212_SubjectID_5508,Illumina MiSeq,G104212,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104212,SRP165757
SRR8057113,AMPLICON,350,18537050,PRJNA436359,SAMN10241952,Metagenome or environmental,11741252,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886632,USA,North America,USA,Homo sapiens,G94557_SubjectID_11001,Illumina MiSeq,G94557,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94557,SRP165757
SRR8057114,AMPLICON,350,14290850,PRJNA436359,SAMN10241951,Metagenome or environmental,8833241,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886631,USA,North America,USA,Homo sapiens,G94556_SubjectID_13172,Illumina MiSeq,G94556,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94556,SRP165757
SRR8057115,AMPLICON,350,20098050,PRJNA436359,SAMN10241950,Metagenome or environmental,12904766,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886630,USA,North America,USA,Homo sapiens,G94555_SubjectID_10848,Illumina MiSeq,G94555,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94555,SRP165757
SRR8057116,AMPLICON,350,10427200,PRJNA436359,SAMN10241998,Metagenome or environmental,7420520,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4886629,USA,North America,USA,Homo sapiens,G104226_SubjectID_11833,Illumina MiSeq,G104226,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104226,SRP165757
